SNo,IsBadBuy,VehicleAge,VehOdo,ARCP,VehBCost,WarrantyCost
11869,0,1,1,4,1,0
11870,0,1,3,4,3,1
11871,0,1,2,3,1,0
11872,0,1,2,4,3,2
11873,0,1,0,2,1,0
11874,0,3,3,1,0,3
11875,0,3,3,4,1,3
11876,0,1,1,3,2,1
11877,0,3,3,3,0,1
11878,0,1,1,4,1,0
11879,0,2,3,4,3,2
11880,0,2,3,4,2,2
11881,0,3,3,4,3,2
11882,0,3,3,4,2,0
11883,0,3,3,3,3,2
11884,0,1,1,3,1,1
11885,0,2,3,2,0,1
11886,0,2,2,1,1,1
11887,0,2,3,4,1,1
11888,0,2,3,3,1,1
11889,0,2,2,3,3,1
11890,0,3,2,4,4,2
11891,0,3,2,1,0,1
11892,0,1,2,3,2,3
11893,0,2,2,4,3,2
11894,0,1,3,4,2,2
11895,0,1,2,4,2,3
11896,0,1,1,3,1,1
11897,0,1,2,2,1,1
11898,0,3,3,0,0,2
11899,0,3,1,3,1,1
11900,0,1,2,4,2,1
11901,0,2,3,1,0,1
11902,0,1,1,4,1,1
11903,0,1,2,3,1,1
11904,0,1,3,3,1,2
11905,0,2,3,3,1,3
11906,1,2,3,4,1,2
11907,0,3,3,4,1,1
11908,0,3,2,2,0,2
11909,0,1,2,4,2,3
11910,0,2,2,3,2,2
11911,0,1,1,4,2,2
11912,0,4,2,2,0,3
11913,0,1,2,4,3,2
11914,0,4,3,1,0,3
11915,0,2,3,4,2,2
11916,0,2,2,4,2,1
11917,0,2,2,4,3,2
11918,0,2,3,1,0,1
11919,1,2,2,4,2,0
11920,0,2,1,4,2,1
11921,0,3,3,3,1,1
11922,0,3,1,1,1,1
11923,0,2,2,2,0,1
11924,0,2,3,4,1,1
11925,0,2,2,3,1,1
11926,0,0,1,3,2,1
11927,0,1,3,4,2,3
11928,0,3,1,3,1,1
11929,0,2,3,4,4,3
11930,1,1,2,4,1,2
11931,0,3,3,4,2,4
11932,1,2,3,3,2,1
11933,1,4,2,3,1,1
11934,0,2,2,2,0,2
11935,0,0,1,3,1,0
11936,0,1,3,1,1,1
11937,0,3,2,2,1,1
11938,0,3,3,4,2,3
11939,0,1,3,4,3,1
11940,0,2,2,4,3,3
11941,0,1,1,3,1,1
11942,0,1,0,2,1,0
11943,0,2,1,3,1,1
11944,0,2,3,3,1,3
11945,1,3,3,2,1,2
11946,0,1,2,4,3,2
11947,0,4,3,4,3,2
11948,0,3,2,2,0,2
11949,0,2,1,1,0,0
11950,0,1,1,4,3,1
11951,0,2,2,1,0,1
11952,1,3,3,3,1,1
11953,0,2,1,3,3,1
11954,0,2,3,4,3,2
11955,1,4,1,2,1,2
11956,0,2,3,2,1,3
11957,0,3,3,3,1,3
11958,0,2,2,1,1,2
11959,0,2,1,3,1,2
11960,0,3,3,3,2,2
11961,0,1,2,2,1,2
11962,0,1,2,4,1,1
11963,0,1,2,4,2,2
11964,0,2,2,4,3,2
11965,1,3,3,2,0,1
11966,0,2,2,4,3,1
11967,1,3,3,1,0,2
11968,1,2,3,1,0,2
11969,0,2,2,1,0,1
11970,0,1,2,4,4,2
11971,0,3,0,3,1,1
11972,0,1,1,4,2,2
11973,0,3,2,2,1,3
11974,1,2,2,4,3,1
11975,0,2,2,4,2,1
11976,0,1,1,2,1,1
11977,0,2,2,3,1,1
11978,1,2,1,2,0,1
11979,0,2,2,3,0,2
11980,1,2,2,3,1,2
11981,0,2,3,1,0,1
11982,0,1,2,4,2,2
11983,0,1,3,4,1,2
11984,0,3,3,4,3,1
11985,0,2,3,4,1,0
11986,0,2,3,3,0,1
11987,0,3,3,4,1,2
11988,0,1,2,4,3,0
11989,0,2,3,1,0,2
11990,1,2,1,3,2,1
11991,0,1,2,4,1,1
11992,0,2,3,4,1,2
11993,0,2,2,4,2,2
11994,0,2,2,4,3,3
11995,0,2,2,3,1,3
11996,0,2,3,3,1,0
11997,1,2,1,2,0,1
11998,1,3,3,1,1,3
11999,0,4,2,2,1,2
12000,0,2,2,1,0,2
12001,0,4,3,2,0,2
12002,0,1,2,4,3,2
12003,0,1,3,4,2,3
12004,0,2,1,4,2,2
12005,0,2,3,4,1,1
12006,0,3,3,2,0,2
12007,0,2,2,4,1,1
12008,0,2,3,3,1,3
12009,0,1,1,2,1,0
12010,0,4,1,2,0,2
12011,0,1,3,4,1,2
12012,0,1,2,4,1,1
12013,0,2,1,2,1,0
12014,0,1,2,4,1,2
12015,0,2,3,4,3,2
12016,0,1,3,3,1,1
12017,0,1,2,3,2,3
12018,0,1,1,4,1,0
12019,0,2,2,3,1,2
12020,0,2,2,4,2,1
12021,0,3,3,4,1,1
12022,0,4,3,3,2,1
12023,0,2,2,2,1,2
12024,0,2,2,4,4,0
12025,0,1,2,4,4,0
12026,1,3,2,2,1,1
12027,0,1,1,3,1,0
12028,0,2,2,2,1,1
12029,0,1,2,1,1,0
12030,0,2,1,4,1,1
12031,0,1,2,4,3,1
12032,0,1,2,3,1,1
12033,0,2,2,3,1,0
12034,0,1,2,4,2,0
12035,0,2,1,2,1,1
12036,0,2,2,3,2,3
12037,0,2,0,3,1,1
12038,0,1,3,4,1,1
12039,0,1,2,2,1,2
12040,0,3,2,3,2,0
12041,0,1,2,4,3,3
12042,0,3,2,4,3,1
12043,0,2,2,3,0,1
12044,0,1,2,3,1,0
12045,0,1,3,4,3,1
12046,0,2,2,4,2,2
12047,0,2,2,2,0,1
12048,1,1,2,3,1,1
12049,0,2,2,4,2,2
12050,0,2,2,3,1,2
12051,0,3,2,2,1,2
12052,0,1,3,4,1,3
12053,1,2,3,3,0,1
12054,1,1,3,4,1,1
12055,0,1,2,3,1,2
12056,0,2,2,3,0,1
12057,0,2,3,3,1,0
12058,0,1,1,4,1,0
12059,0,2,2,3,1,2
12060,0,2,3,3,1,2
12061,0,2,2,4,2,3
12062,0,2,3,1,0,2
12063,1,2,2,2,0,0
12064,0,2,3,4,1,3
12065,0,1,3,4,1,3
12066,1,3,2,1,0,2
12067,0,1,1,4,3,0
12068,0,2,2,4,2,2
12069,0,2,2,2,1,2
12070,0,1,1,4,3,2
12071,1,3,2,2,0,1
12072,0,3,3,2,0,4
12073,0,1,1,4,2,1
12074,0,2,2,3,1,1
12075,0,1,2,4,2,3
12076,0,1,3,4,1,1
12077,0,1,2,4,3,3
12078,0,2,3,4,3,1
12079,0,2,2,1,0,1
12080,0,1,2,3,1,1
12081,0,2,3,2,0,3
12082,0,1,2,4,3,1
12083,0,3,3,2,1,1
12084,0,0,1,4,2,1
12085,1,3,2,3,2,2
12086,0,2,3,4,2,3
12087,0,2,3,3,1,3
12088,0,2,3,4,3,1
12089,0,1,2,4,1,1
12090,0,2,2,4,3,2
12091,0,1,2,4,1,1
12092,0,3,2,1,0,2
12093,0,2,2,4,2,2
12094,0,1,2,4,2,2
12095,0,3,2,3,1,2
12096,0,4,3,2,0,3
12097,0,3,2,3,1,0
12098,1,2,2,3,1,0
12099,0,2,3,4,4,1
12100,0,2,3,4,1,0
12101,0,2,2,4,3,1
12102,1,3,3,4,2,0
12103,0,2,2,3,1,1
12104,0,2,3,1,0,2
12105,1,2,2,3,1,0
12106,1,2,1,4,3,0
12107,0,3,2,2,0,2
12108,0,3,3,2,1,2
12109,0,2,2,3,1,2
12110,0,1,0,2,0,0
12111,0,1,1,4,3,2
12112,0,1,3,4,2,3
12113,1,2,3,3,1,1
12114,0,2,1,2,1,1
12115,0,2,1,3,1,0
12116,0,2,2,3,1,2
12117,0,1,1,4,2,0
12118,0,1,2,4,2,2
12119,0,2,2,1,0,0
12120,0,3,2,2,0,3
12121,0,2,2,2,1,2
12122,0,3,2,2,1,1
12123,0,3,3,3,2,2
12124,0,1,3,4,3,1
12125,0,1,3,3,1,2
12126,0,2,2,4,1,1
12127,0,1,2,2,0,1
12128,0,1,2,4,3,1
12129,0,1,2,4,3,1
12130,0,4,2,1,1,2
12131,0,1,2,2,1,2
12132,0,3,2,3,0,1
12133,0,2,2,4,2,1
12134,0,2,1,4,3,0
12135,1,2,1,1,0,1
12136,0,3,3,4,4,3
12137,0,2,0,3,1,1
12138,0,2,2,1,1,1
12139,0,1,3,3,1,1
12140,0,3,2,1,0,1
12141,0,0,1,4,2,1
12142,0,2,2,3,1,0
12143,0,1,1,4,2,0
12144,0,2,1,2,0,1
12145,0,1,2,4,3,3
12146,0,0,1,3,2,1
12147,0,3,1,1,1,2
12148,0,1,1,4,2,0
12149,0,2,1,3,1,4
12150,0,1,2,3,2,1
12151,1,1,0,4,4,0
12152,0,3,3,2,1,1
12153,0,1,2,4,1,1
12154,0,2,1,3,1,1
12155,0,2,2,4,3,1
12156,0,1,2,4,1,2
12157,1,4,3,2,0,2
12158,0,3,2,3,3,2
12159,0,2,3,4,2,2
12160,0,1,2,4,2,3
12161,0,1,2,4,2,1
12162,0,1,2,4,3,1
12163,0,1,3,4,2,2
12164,0,2,2,3,2,2
12165,0,1,2,4,1,0
12166,0,2,3,1,0,2
12167,1,3,2,0,0,2
12168,0,2,2,4,1,3
12169,0,3,3,4,3,1
12170,0,2,2,3,2,2
12171,0,0,1,4,2,1
12172,0,0,1,4,1,0
12173,0,3,3,2,0,3
12174,0,1,2,2,0,1
12175,0,2,1,1,1,0
12176,0,1,2,2,1,1
12177,0,2,3,3,1,2
12178,0,2,2,4,3,2
12179,0,3,3,3,1,3
12180,0,3,2,2,0,3
12181,1,1,1,1,0,0
12182,0,2,3,2,0,2
12183,1,4,3,2,0,3
12184,0,3,3,1,0,2
12185,0,2,2,4,3,2
12186,0,1,2,4,3,2
12187,0,2,2,3,1,2
12188,0,3,3,2,1,3
12189,0,1,2,4,3,2
12190,0,2,1,2,1,2
12191,0,2,3,4,4,2
12192,0,4,2,1,0,1
12193,0,1,0,4,1,0
12194,0,1,2,4,1,2
12195,0,1,2,4,2,1
12196,0,2,2,4,2,1
12197,0,2,2,3,1,1
12198,0,0,1,3,2,1
12199,0,1,1,4,3,1
12200,0,2,3,2,0,1
12201,0,2,2,4,2,3
12202,0,3,2,2,0,1
12203,0,2,1,3,2,0
12204,0,3,2,1,1,2
12205,0,2,1,2,1,1
12206,0,1,1,2,1,1
12207,0,1,3,3,1,0
12208,1,3,3,4,2,2
12209,0,2,3,4,2,3
12210,0,2,3,3,1,3
12211,0,1,1,4,2,1
12212,1,3,2,3,3,3
12213,0,2,1,3,1,1
12214,0,2,2,3,1,1
12215,0,2,2,4,2,0
12216,0,4,3,1,0,2
12217,0,2,2,3,0,2
12218,0,2,2,3,2,2
12219,0,1,2,2,1,1
12220,0,1,1,3,1,0
12221,0,2,1,1,0,0
12222,0,2,2,3,1,1
12223,0,1,1,4,3,1
12224,0,2,2,3,1,1
12225,1,1,2,4,2,2
12226,0,1,2,2,0,1
12227,0,2,1,3,3,1
12228,0,4,2,2,1,2
12229,0,2,3,4,1,2
12230,0,2,2,4,3,0
12231,0,3,3,1,0,2
12232,0,2,3,1,0,2
12233,0,1,3,4,3,3
12234,0,3,1,2,1,2
12235,0,2,2,4,3,1
12236,0,3,2,2,1,1
12237,0,1,0,3,2,1
12238,0,2,2,4,2,1
12239,0,2,2,1,0,2
12240,0,2,2,3,1,2
12241,0,2,2,3,1,3
12242,1,1,2,4,3,1
12243,0,4,2,2,0,2
12244,0,0,0,4,1,1
12245,1,4,3,2,0,3
12246,1,2,2,0,2,2
12247,1,1,3,4,1,2
12248,0,1,1,4,2,1
12249,0,4,2,1,0,1
12250,0,1,2,4,2,1
12251,0,1,2,2,1,1
12252,1,4,3,2,0,2
12253,0,2,3,4,2,2
12254,0,2,2,1,0,0
12255,0,2,2,2,1,3
12256,0,1,3,4,3,2
12257,0,1,2,3,1,3
12258,0,1,2,4,2,1
12259,0,1,2,4,2,1
12260,0,2,2,1,0,2
12261,0,3,2,2,2,1
12262,0,2,3,3,0,2
12263,0,4,3,1,1,1
12264,0,2,2,4,2,3
12265,0,2,3,4,3,2
12266,0,1,3,4,1,3
12267,0,1,2,3,2,2
12268,0,2,3,4,1,2
12269,1,2,2,3,2,2
12270,0,3,3,3,1,2
12271,0,4,2,1,0,3
12272,0,1,2,4,2,2
12273,0,1,1,2,2,0
12274,1,3,3,2,0,1
12275,0,2,2,1,1,2
12276,0,2,2,2,2,1
12277,0,1,2,2,1,1
12278,0,1,1,4,3,1
12279,0,3,2,3,3,2
12280,0,1,2,4,1,3
12281,0,2,1,2,1,2
12282,0,2,3,4,3,3
12283,0,0,1,4,2,1
12284,0,1,3,4,1,3
12285,1,2,2,4,3,2
12286,0,1,2,4,3,1
12287,0,1,2,4,3,2
12288,0,2,3,3,1,1
12289,0,2,3,2,0,2
12290,1,3,4,4,0,3
12291,0,0,1,3,2,1
12292,0,2,1,1,1,1
12293,0,0,2,4,2,1
12294,0,2,2,1,0,3
12295,0,1,3,3,1,2
12296,0,0,1,4,2,1
12297,0,1,2,4,2,1
12298,0,3,2,2,2,2
12299,0,4,2,1,0,3
12300,0,1,2,4,3,1
12301,0,1,2,4,1,3
12302,0,1,1,2,1,1
12303,0,2,1,3,1,2
12304,0,3,2,1,0,1
12305,0,1,1,4,2,1
12306,1,1,2,3,1,0
12307,0,2,2,2,1,0
12308,0,3,3,3,3,2
12309,0,2,1,3,1,1
12310,0,1,2,3,1,2
12311,0,2,1,2,1,1
12312,0,0,1,3,2,1
12313,0,3,2,1,1,1
12314,0,1,1,4,2,1
12315,0,3,2,3,1,2
12316,0,1,2,4,2,2
12317,0,2,1,4,3,2
12318,0,3,3,4,1,2
12319,0,3,2,1,1,1
12320,0,3,2,2,2,1
12321,0,3,3,2,0,2
12322,0,1,0,2,1,0
12323,0,2,2,4,2,2
12324,0,1,2,4,2,1
12325,0,2,2,4,1,1
12326,0,1,1,3,2,0
12327,1,2,2,3,1,1
12328,0,3,2,1,1,2
12329,0,1,1,3,1,0
12330,0,2,2,3,1,1
12331,0,1,2,4,3,0
12332,0,1,0,4,2,0
12333,0,3,3,4,4,2
12334,0,1,2,4,3,3
12335,0,3,3,2,0,1
12336,0,2,1,2,1,1
12337,0,1,3,4,2,2
12338,1,2,2,4,1,1
12339,0,1,3,4,1,1
12340,0,1,3,4,3,1
12341,0,1,2,4,2,3
12342,0,1,3,4,3,2
12343,0,1,2,2,1,2
12344,0,2,3,2,1,1
12345,0,2,2,3,3,0
12346,0,1,1,2,1,1
12347,0,0,1,4,3,0
12348,0,2,1,3,1,0
12349,1,4,2,1,0,2
12350,0,1,2,2,0,1
12351,0,1,1,2,1,1
12352,0,3,3,2,0,2
12353,0,1,2,4,1,1
12354,0,2,2,1,0,3
12355,0,1,2,3,1,0
12356,0,2,2,2,1,2
12357,0,3,1,2,1,0
12358,0,0,1,3,2,1
12359,0,1,3,4,2,3
12360,0,1,2,4,2,1
12361,0,3,1,4,4,1
12362,0,4,2,4,3,2
12363,1,4,3,1,0,2
12364,0,1,1,4,1,0
12365,0,1,2,3,1,1
12366,1,2,3,4,3,3
12367,0,1,1,4,3,2
12368,0,0,1,4,2,0
12369,0,2,2,3,1,0
12370,0,2,2,4,3,2
12371,0,1,3,3,2,3
12372,0,2,2,3,2,2
12373,1,3,3,1,0,1
12374,0,2,0,2,1,0
12375,0,1,2,4,3,2
12376,0,2,1,2,0,1
12377,0,1,2,4,3,3
12378,0,2,3,2,0,1
12379,0,3,2,3,1,3
12380,0,2,3,3,1,2
12381,0,1,2,3,2,3
12382,0,2,3,4,1,2
12383,0,2,2,1,0,0
12384,0,0,1,4,1,1
12385,1,4,3,1,0,3
12386,0,3,3,3,0,3
12387,0,1,2,4,3,1
12388,0,2,3,3,2,2
12389,0,2,2,2,1,0
12390,1,3,2,3,2,3
12391,0,2,3,1,0,1
12392,0,1,2,4,2,1
12393,0,3,3,2,2,3
12394,1,2,3,4,1,3
12395,0,3,2,1,0,3
12396,0,2,1,1,1,1
12397,0,0,1,3,2,1
12398,0,3,2,1,0,3
12399,0,2,3,4,2,0
12400,0,1,1,4,3,1
12401,0,2,2,2,1,0
12402,0,1,2,2,1,1
12403,0,2,2,3,1,0
12404,0,1,1,4,2,1
12405,0,2,2,4,2,1
12406,1,2,3,1,0,2
12407,1,2,2,2,0,0
12408,1,3,3,3,0,4
12409,0,2,4,3,0,1
12410,0,2,1,4,3,1
12411,1,3,2,1,0,3
12412,0,2,2,2,1,2
12413,0,1,2,3,1,2
12414,0,1,3,4,2,2
12415,0,1,3,4,2,3
12416,0,2,1,4,4,1
12417,0,1,1,2,2,0
12418,0,3,2,1,0,3
12419,0,2,3,3,1,2
12420,0,2,1,0,3,1
12421,0,2,1,2,1,2
12422,0,2,3,3,1,2
12423,0,1,1,2,0,1
12424,1,2,1,1,0,0
12425,0,2,1,2,1,2
12426,0,0,1,4,3,0
12427,0,3,3,2,0,1
12428,0,1,3,3,1,2
12429,0,1,1,4,2,2
12430,1,3,2,1,0,2
12431,1,3,1,1,0,1
12432,0,1,3,4,3,2
12433,0,4,3,2,0,2
12434,0,1,2,3,1,3
12435,0,3,3,2,0,3
12436,0,1,1,4,1,0
12437,0,4,2,3,2,3
12438,0,2,2,1,1,1
12439,1,2,2,2,1,1
12440,0,2,3,4,2,2
12441,0,2,2,4,3,2
12442,0,3,2,4,1,1
12443,0,2,3,4,1,3
12444,0,2,2,4,3,2
12445,0,2,1,4,3,0
12446,0,2,2,3,1,2
12447,0,2,2,4,2,1
12448,0,0,1,4,3,1
12449,0,1,2,4,3,3
12450,0,1,1,4,1,1
12451,0,2,2,4,3,0
12452,0,3,2,1,2,2
12453,0,2,3,4,1,2
12454,0,1,2,4,3,3
12455,0,2,3,4,2,2
12456,0,1,2,4,3,1
12457,0,1,2,4,2,2
12458,1,2,2,2,0,1
12459,0,1,1,3,1,1
12460,1,1,1,4,3,1
12461,0,1,1,2,1,0
12462,0,3,2,1,1,1
12463,0,2,2,4,2,2
12464,0,1,2,3,1,2
12465,0,3,2,2,1,1
12466,0,1,3,4,2,2
12467,0,2,3,4,1,2
12468,1,4,1,2,0,2
12469,0,2,2,2,0,2
12470,0,2,2,3,1,1
12471,0,2,1,3,1,1
12472,0,2,2,4,1,2
12473,1,3,3,2,1,2
12474,1,3,2,1,0,2
12475,0,0,1,4,2,1
12476,0,1,2,3,2,3
12477,0,1,3,4,2,3
12478,1,1,2,4,3,0
12479,0,1,1,3,1,0
12480,0,2,1,3,1,0
12481,0,0,1,4,2,1
12482,0,2,2,1,1,0
12483,0,1,3,4,2,1
12484,0,2,2,3,1,1
12485,0,2,1,2,1,1
12486,0,0,1,4,2,0
12487,0,1,2,4,3,1
12488,0,3,3,3,3,3
12489,0,1,1,2,1,0
12490,0,2,2,2,1,2
12491,0,0,1,4,2,0
12492,0,3,3,4,3,3
12493,1,4,3,1,0,4
12494,0,1,2,3,1,1
12495,0,3,3,3,1,1
12496,0,1,3,4,2,2
12497,0,3,2,3,2,0
12498,0,2,3,4,3,3
12499,0,1,2,4,2,2
12500,0,3,3,4,1,1
12501,0,2,3,1,0,1
12502,0,2,2,4,1,2
12503,0,2,4,3,0,1
12504,1,4,2,3,2,3
12505,0,0,3,4,3,2
12506,0,3,3,2,1,1
12507,0,3,1,1,0,1
12508,0,0,2,4,3,2
12509,0,3,1,4,3,0
12510,0,1,2,4,1,1
12511,0,1,2,4,3,3
12512,0,1,2,4,3,2
12513,0,1,2,4,4,2
12514,0,2,0,2,0,0
12515,0,2,1,2,0,1
12516,0,1,3,4,3,3
12517,0,1,1,4,1,1
12518,0,3,2,3,3,1
12519,0,1,1,2,1,0
12520,1,1,2,4,2,3
12521,0,2,1,3,1,1
12522,0,2,3,4,3,3
12523,0,3,2,2,0,1
12524,0,2,2,0,3,2
12525,0,2,3,2,1,2
12526,0,2,2,4,3,1
12527,0,1,2,4,3,1
12528,0,1,2,3,1,2
12529,0,2,1,3,1,1
12530,0,3,3,3,0,2
12531,0,2,1,2,0,1
12532,0,1,2,4,1,1
12533,0,1,2,4,4,1
12534,0,2,1,3,1,0
12535,0,1,2,2,1,1
12536,0,1,2,3,2,2
12537,0,1,2,2,1,2
12538,0,3,0,3,2,1
12539,0,2,1,3,1,0
12540,0,3,1,2,1,2
12541,0,1,2,4,3,2
12542,1,2,2,3,2,2
12543,1,2,1,3,2,2
12544,0,2,3,4,1,2
12545,0,1,2,4,3,2
12546,0,3,2,3,2,1
12547,0,1,1,4,3,1
12548,0,1,3,3,1,1
12549,0,3,2,3,3,1
12550,0,1,2,4,1,1
12551,0,4,3,1,0,3
12552,0,2,3,1,0,1
12553,0,1,3,4,1,1
12554,0,1,3,4,4,1
12555,1,2,2,2,0,2
12556,0,2,2,4,2,3
12557,0,0,1,3,1,1
12558,0,1,2,4,2,2
12559,0,3,2,2,0,1
12560,0,1,3,4,3,0
12561,0,2,3,4,1,2
12562,0,2,2,0,2,3
12563,0,2,3,3,1,3
12564,0,4,2,2,1,3
12565,0,2,2,1,1,1
12566,0,2,1,4,3,1
12567,1,2,3,4,3,3
12568,0,3,2,2,0,3
12569,0,1,3,3,1,2
12570,0,2,3,4,3,1
12571,0,2,3,1,0,1
12572,0,3,2,4,4,1
12573,1,2,2,4,4,1
12574,0,1,2,3,1,2
12575,0,3,3,3,2,2
12576,0,3,3,3,1,2
12577,0,2,3,3,1,3
12578,0,2,1,2,1,0
12579,0,3,3,1,0,3
12580,0,2,2,1,0,1
12581,0,1,2,4,3,3
12582,0,1,3,4,3,1
12583,0,3,1,3,1,1
12584,0,1,1,4,2,1
12585,0,2,3,1,0,2
12586,0,1,2,2,0,1
12587,0,3,1,2,0,0
12588,1,1,1,4,1,1
12589,0,1,1,4,2,0
12590,0,2,2,4,1,3
12591,0,2,2,2,2,1
12592,1,2,3,4,1,3
12593,0,0,2,4,2,2
12594,0,1,1,4,1,0
12595,1,1,2,3,1,2
12596,1,2,3,3,1,2
12597,0,1,3,3,1,2
12598,0,1,1,2,0,1
12599,0,1,1,4,3,1
12600,0,1,2,4,1,2
12601,0,1,3,4,1,0
12602,0,1,2,4,1,1
12603,0,2,3,3,2,2
12604,0,2,2,3,2,2
12605,0,2,2,4,3,1
12606,0,2,1,3,1,0
12607,0,1,3,4,1,3
12608,1,2,2,2,1,2
12609,0,2,2,2,2,1
12610,0,1,1,4,2,0
12611,0,2,3,4,3,3
12612,0,3,3,4,1,1
12613,0,2,2,4,0,2
12614,0,2,1,4,1,1
12615,1,1,3,3,1,2
12616,0,4,3,4,2,1
12617,1,1,2,4,2,2
12618,0,1,2,2,0,2
12619,1,2,3,4,4,2
12620,0,2,3,3,1,1
12621,0,2,2,3,1,0
12622,0,2,3,2,0,3
12623,1,3,1,2,1,3
12624,0,3,2,1,0,2
12625,0,3,2,3,1,2
12626,1,1,3,2,0,2
12627,0,2,3,3,1,2
12628,0,2,2,4,3,0
12629,0,1,3,4,4,1
12630,0,2,2,2,2,2
12631,0,2,2,4,4,0
12632,0,2,0,2,1,0
12633,0,2,0,4,3,1
12634,1,2,3,4,1,1
12635,1,2,2,2,0,0
12636,0,1,3,4,1,3
12637,0,2,3,2,1,1
12638,0,2,1,4,2,1
12639,0,3,2,4,1,0
12640,0,2,1,4,1,1
12641,0,1,1,2,1,0
12642,0,1,2,4,3,2
12643,0,1,2,3,1,1
12644,0,2,2,1,1,1
12645,0,1,2,4,1,1
12646,0,2,3,3,0,1
12647,0,3,2,4,1,4
12648,0,2,2,4,2,1
12649,0,4,3,2,0,1
12650,0,3,2,1,1,2
12651,0,3,2,2,2,2
12652,0,1,2,2,1,1
12653,0,2,1,3,1,1
12654,0,2,3,3,0,3
12655,0,1,1,2,0,1
12656,0,0,2,3,1,1
12657,0,1,1,4,2,1
12658,0,3,2,4,4,2
12659,0,2,3,1,1,2
12660,0,1,1,4,3,1
12661,0,2,2,3,3,1
12662,0,4,3,2,1,3
12663,0,1,2,2,1,2
12664,0,2,1,2,0,1
12665,0,1,2,3,1,2
12666,0,1,2,4,2,1
12667,1,1,3,4,1,1
12668,0,1,2,3,2,2
12669,0,1,1,4,2,2
12670,0,2,2,4,3,3
12671,0,2,3,4,3,3
12672,0,2,2,2,0,1
12673,0,2,3,2,1,2
12674,0,0,3,4,3,3
12675,0,3,3,4,3,2
12676,0,1,2,2,1,1
12677,0,2,3,3,1,1
12678,0,2,3,3,0,2
12679,0,2,2,4,3,3
12680,0,1,2,4,3,3
12681,0,3,3,4,2,2
12682,0,0,1,4,1,0
12683,0,3,2,2,0,1
12684,0,1,3,4,2,3
12685,0,2,2,3,2,1
12686,0,2,2,1,1,2
12687,0,2,2,3,2,2
12688,0,3,3,2,1,2
12689,0,2,2,4,3,0
12690,0,1,3,4,1,2
12691,0,1,2,3,0,0
12692,0,1,1,3,1,1
12693,1,2,1,4,1,0
12694,0,2,2,1,0,0
12695,0,2,3,4,3,1
12696,0,2,2,3,1,0
12697,0,1,2,4,2,1
12698,0,2,3,2,1,3
12699,0,1,2,4,1,1
12700,0,2,2,3,2,1
12701,0,1,2,3,2,2
12702,0,2,2,4,4,2
12703,0,2,3,2,1,1
12704,0,2,2,4,3,2
12705,0,1,3,2,0,2
12706,0,1,3,3,1,1
12707,0,3,3,2,0,1
12708,0,2,1,4,1,1
12709,0,1,1,4,3,0
12710,0,2,3,4,3,3
12711,0,1,2,4,2,3
12712,0,2,2,4,3,2
12713,0,2,3,2,1,3
12714,0,3,2,2,0,2
12715,0,1,3,3,1,2
12716,1,3,2,2,0,0
12717,1,4,3,1,0,3
12718,0,0,1,4,3,1
12719,0,2,3,4,3,3
12720,0,1,3,4,4,2
12721,0,2,2,4,3,1
12722,0,0,1,4,2,1
12723,0,2,2,2,1,1
12724,0,1,1,2,1,1
12725,0,1,2,3,1,1
12726,0,2,2,3,1,1
12727,0,2,3,4,3,1
12728,0,0,1,3,2,0
12729,0,3,2,1,0,2
12730,1,1,2,4,3,3
12731,0,1,2,2,1,1
12732,0,3,3,2,0,1
12733,0,1,2,4,2,3
12734,0,1,1,4,1,1
12735,0,1,2,4,2,2
12736,1,3,3,1,0,2
12737,0,1,2,4,2,3
12738,0,2,3,4,3,2
12739,0,2,2,4,1,1
12740,0,1,1,3,1,0
12741,0,1,1,3,1,1
12742,0,2,2,4,2,0
12743,0,1,2,4,1,1
12744,1,4,3,2,0,3
12745,0,1,2,4,4,2
12746,0,2,3,1,0,2
12747,0,3,3,2,0,4
12748,0,2,2,2,0,2
12749,0,2,2,1,1,0
12750,1,3,2,3,1,3
12751,0,2,3,4,2,3
12752,0,1,1,2,1,1
12753,0,3,2,3,2,0
12754,0,0,1,4,2,0
12755,0,1,2,3,1,2
12756,0,3,3,2,0,1
12757,0,2,2,3,0,1
12758,0,1,0,3,1,0
12759,1,3,2,3,1,2
12760,0,3,2,1,1,3
12761,0,0,2,4,2,2
12762,0,1,2,4,3,1
12763,0,2,2,3,1,1
12764,0,4,3,1,0,3
12765,1,2,1,4,2,1
12766,0,4,3,1,0,3
12767,0,2,2,4,1,2
12768,0,2,3,4,1,2
12769,0,2,1,2,0,0
12770,1,3,3,1,0,2
12771,0,3,3,1,2,1
12772,1,4,3,1,0,2
12773,0,2,3,4,3,3
12774,0,2,1,1,1,0
12775,0,1,2,3,3,2
12776,0,1,3,4,1,2
12777,1,1,2,3,1,0
12778,0,3,3,4,3,1
12779,0,2,3,4,3,1
12780,1,2,2,3,1,2
12781,0,1,2,4,3,0
12782,0,3,2,3,3,2
12783,0,3,3,4,1,1
12784,1,2,2,4,1,2
12785,0,2,3,4,2,2
12786,0,1,2,4,3,1
12787,1,2,2,4,2,1
12788,0,2,2,4,1,1
12789,0,1,2,4,2,3
12790,0,1,2,4,1,1
12791,0,2,2,4,3,1
12792,0,2,2,4,1,2
12793,0,2,0,4,1,0
12794,0,2,2,3,1,2
12795,0,2,2,4,3,1
12796,0,4,2,1,0,2
12797,0,2,2,1,0,1
12798,0,2,2,3,3,2
